strategy,image_path,split,temperature_c,temperature_bin,quality_flag,source_manifest,source_width,source_height,crop_x1,crop_y1,crop_x2,crop_y2,crop_width,crop_height,center_x_224,center_y_224,tip_x_224,tip_y_224,preprocessing_mode,resize_method,channel_strategy,normalization,source_kind,jitter_seed
identity,ml/data/raw/PXL_20260125_115741590.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,604,1315,2656,3269,2052,1954,113.91033138401559,121.06775844421698,173.92748538011696,72.66816786079838,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115741590.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,618,1321,2631,3252,2013,1931,114.55936413313462,121.81377524598652,175.73929458519623,72.83770067322632,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,872107328
identity,ml/data/raw/PXL_20260125_115742126.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,542,1606,2664,3415,2122,1809,114.11121583411875,123.9119955776672,176.28652214891613,77.10602542841346,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115742126.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,551,1625,2656,3401,2105,1776,114.07505938242281,123.818018018018,176.75249406175772,76.14234234234232,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,2078394912
identity,ml/data/raw/PXL_20260125_115742712.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,203,1734,2330,3429,2127,1695,114.39059708509637,125.70430678466074,176.4197461212976,79.00129793510327,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115742712.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,231,1755,2305,3411,2074,1656,114.28968177434909,125.82415458937196,177.90395371263259,78.02125603864737,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,2043260884
identity,ml/data/raw/PXL_20260125_115743603.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,303,1535,2398,3182,2095,1647,115.94539379474942,125.72289010321799,175.77852028639617,79.65804493017605,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115743603.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,286,1524,2402,3198,2116,1674,116.59432892249528,125.16702508960576,175.83364839319472,79.84516129032255,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,461717653
identity,ml/data/raw/PXL_20260125_115751745.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,0,1608,1997,3746,1997,2138,101.10846269404105,110.29223573433113,169.3852779168753,67.0952291861553,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115751745.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,0,1608,1997,3746,1997,2138,101.10846269404105,110.29223573433113,169.3852779168753,67.0952291861553,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,16301540
identity,ml/data/raw/PXL_20260125_115757788.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,558,1877,2481,3767,1923,1890,113.18814352574103,113.24444444444444,174.9483099323973,71.94074074074074,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115757788.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,572,1899,2454,3738,1882,1839,113.98767268862912,113.705274605764,177.09330499468652,71.25611745513866,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1442604701
identity,ml/data/raw/PXL_20260125_115758313.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,615,1815,2478,3623,1863,1808,113.52699946323136,115.10973451327432,177.2641975308642,74.98053097345131,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115758313.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,625,1828,2471,3611,1846,1783,113.3590465872156,115.09052159282109,177.68320693391118,74.39865395401007,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,30628420
identity,ml/data/raw/PXL_20260125_115759913.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,867,2414,2643,4158,1776,1744,111.44504504504503,110.49724770642204,173.36036036036037,70.77064220183486,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115759913.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,886,2438,2629,4135,1743,1697,111.11325301204818,110.38962875662938,174.2008032128514,69.56275780789629,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,645147212
identity,ml/data/raw/PXL_20260125_115800564.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,794,2325,2457,3977,1663,1652,110.34323511725798,111.41694915254234,171.17209861695733,69.47796610169493,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115800564.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,816,2349,2432,3956,1616,1607,110.50297029702972,111.19153702551336,173.10099009900992,68.0781580584941,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1067425246
identity,ml/data/raw/PXL_20260125_115802215.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,705,1081,2697,3052,1992,1971,113.16947791164661,114.81846778285137,176.64738955823293,74.6553018772197,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115802215.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,709,1090,2682,3036,1973,1946,113.80516979219463,115.25755395683456,177.89437404967055,74.57841726618707,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1877066119
identity,ml/data/raw/PXL_20260125_115803016.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,795,1313,2593,3138,1798,1825,106.81735261401558,115.41216438356167,169.80645161290323,73.84021917808218,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115803016.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,778,1293,2609,3161,1831,1868,106.97192790824687,115.15374732334048,168.82577826324413,74.53875802997858,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,199408321
identity,ml/data/raw/PXL_20260125_115803605.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,808,1335,2530,3176,1722,1841,105.37886178861787,117.11026615969581,171.78536585365853,72.906463878327,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115803605.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,832,1354,2515,3160,1683,1806,104.62650029708851,117.02325581395348,172.57183600713012,71.96279069767442,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1422095321
identity,ml/data/raw/PXL_20260125_115804606.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,834,1351,2588,3154,1754,1803,107.65792474344356,113.92567942318358,173.478677309008,70.62895174708818,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115804606.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,814,1336,2607,3162,1793,1826,107.81483547127719,114.33077765607885,172.20390407138873,71.57940854326397,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1144680404
identity,ml/data/raw/PXL_20260125_115806305.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,761,1424,2521,3292,1760,1868,105.95454545454545,114.15845824411134,169.67999999999998,78.2441113490364,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115806305.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,742,1396,2545,3313,1803,1917,105.78813089295619,114.51225873761085,167.99378813089294,79.51591027647366,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,282642811
identity,ml/data/raw/PXL_20260125_115807658.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,820,1417,2553,3167,1733,1750,105.05897287939987,116.4672,165.33087132140795,77.51679999999999,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115807658.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,812,1415,2558,3172,1746,1757,105.30309278350515,116.25816733067731,165.12623138602518,77.46294820717131,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1815944263
identity,ml/data/raw/PXL_20260125_115811049.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,860,2174,2366,3637,1506,1463,112.02974767596282,112.8421052631579,170.43930942895088,80.53588516746412,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115811049.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,872,2186,2359,3630,1487,1444,111.65353059852052,112.46537396121884,170.80941492938803,79.73407202216066,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1814783284
identity,ml/data/raw/PXL_20260125_115823372.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,526,1179,2734,3361,2208,2182,113.27826086956522,117.84124656278644,178.52028985507243,79.0364802933089,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115823372.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,521,1177,2740,3368,2219,2191,113.22145110410094,117.56166134185304,178.14006309148263,78.91629392971247,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1036586537
identity,ml/data/raw/PXL_20260125_115824436.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,522,1555,2644,3618,2122,2063,110.52214891611688,117.39641299079008,174.2597549481621,76.35327193407657,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115824436.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,565,1586,2604,3588,2039,2002,110.2972045120157,117.50489510489508,176.62932810201082,75.21118881118879,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,2029260744
identity,ml/data/raw/PXL_20260125_115835956.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,24,1499,2367,3821,2343,2322,111.56978233034572,110.1767441860465,166.0066581306018,64.71111111111114,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115835956.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,24,1499,2367,3821,2343,2322,111.56978233034572,110.1767441860465,166.0066581306018,64.71111111111114,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1303231670
identity,ml/data/raw/PXL_20260125_115840403.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,281,1464,2694,4028,2413,2564,103.16253626191462,107.98127925117005,165.59104848736015,65.09453978159125,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115840403.jpg,train,26.5,hot,clean,gauge_1_batch_5.zip,3472,4624,258,1435,2716,4058,2458,2623,103.36989422294548,108.02897445672893,164.65549227013832,66.1069004956157,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1941146520
identity,ml/data/raw/PXL_20260125_115943552.jpg,train,37.5,hot,clean,gauge_1_batch_5.zip,3472,4624,231,1240,2440,3383,2209,2143,114.27143503847896,113.09752683154457,185.45658669081033,106.9409239384041,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115943552.jpg,train,37.5,hot,clean,gauge_1_batch_5.zip,3472,4624,243,1248,2429,3364,2186,2116,114.24409881061301,113.69376181474479,186.1782250686185,107.4586011342155,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,2062839176
identity,ml/data/raw/PXL_20260125_115944074.jpg,train,37.5,hot,clean,gauge_1_batch_5.zip,3472,4624,315,1249,2675,3620,2360,2371,116.69830508474577,112.96364403205398,184.71457627118644,108.78785322648672,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115944074.jpg,train,37.5,hot,clean,gauge_1_batch_5.zip,3472,4624,335,1267,2658,3605,2323,2338,116.62849763237193,112.83353293413172,185.72811020232456,108.59880239520959,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1223462552
identity,ml/data/raw/PXL_20260125_115944522.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,515,1420,2637,3537,2122,2117,118.00852026390199,106.87773264052908,189.51540056550425,105.83867737364194,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115944522.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,517,1415,2636,3541,2119,2126,117.96417177914111,106.95209783631233,189.57228881547903,105.91744120413922,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,603127999
identity,ml/data/raw/PXL_20260125_115945531.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,323,1607,2515,3556,2192,1949,115.80145985401461,97.42678296562337,188.03941605839415,98.55310415597742,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115945531.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,299,1587,2544,3571,2245,1984,115.46227171492207,97.96612903225804,185.99483296213808,99.07258064516128,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,312372871
identity,ml/data/raw/PXL_20260125_115946015.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,348,1616,2529,3528,2181,1912,115.83090325538743,98.82008368200837,184.9104080696928,96.52384937238494,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115946015.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,325,1591,2545,3546,2220,1955,116.11675675675676,99.51099744245525,183.9827027027027,97.26526854219951,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1208707449
identity,ml/data/raw/PXL_20260125_115946935.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,492,1400,2652,3667,2160,2267,104.57481481481483,102.26731363034847,182.96444444444447,97.8999558888399,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115946935.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,489,1388,2656,3678,2167,2290,104.54711582833411,102.41397379912664,182.6835256114444,98.09048034934499,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,413312207
identity,ml/data/raw/PXL_20260125_115947579.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,579,1416,2485,3633,1906,2217,100.21238195173137,109.40333784393326,185.005666316894,104.93748308525034,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115947579.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,584,1409,2477,3633,1893,2224,100.30892762810355,109.76402877697844,185.68452192287373,105.31223021582733,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1611082393
identity,ml/data/raw/PXL_20260125_115948135.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,795,1384,2323,3598,1528,2214,95.49319371727749,110.80614272809393,183.27539267015706,110.80614272809393,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115948135.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,805,1404,2306,3567,1501,2163,95.71858760826117,111.34757281553397,185.07981345769488,111.34757281553397,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1992662283
identity,ml/data/raw/PXL_20260125_115949188.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,186,1543,2308,3660,2122,2117,122.68275212064091,107.88398677373641,184.3408105560792,101.65177137458666,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115949188.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,215,1580,2278,3636,2063,2056,123.04255937954436,107.05369649805446,186.46398448860882,100.63657587548636,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,527090059
identity,ml/data/raw/PXL_20260125_115949522.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,378,1518,2155,3635,1777,2117,124.15171637591448,109.49230042512993,185.41451885199777,104.29702409069435,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115949522.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,364,1497,2168,3653,1804,2156,124.03192904656319,109.69350649350652,184.37782705099778,104.59220779220777,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1186112099
identity,ml/data/raw/PXL_20260125_115950638.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,444,2010,2328,3517,1884,1507,119.18131634819532,116.42946250829465,179.2951167728238,101.11957531519577,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115950638.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,467,2028,2308,3504,1841,1476,119.16653992395439,116.14308943089435,180.68441064638785,100.51165311653119,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,105583630
identity,ml/data/raw/PXL_20260125_115950996.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,546,1800,2572,3248,2026,1448,118.54531095755182,122.53480662983424,181.49970384995063,101.26408839779005,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115950996.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,515,1780,2594,3261,2079,1481,118.86329966329967,122.82943956785955,180.21279461279462,102.03268062120188,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,387733537
identity,ml/data/raw/PXL_20260125_115952623.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,904,1719,2464,3317,1560,1598,106.0697435897436,112.05607008760953,182.20102564102567,109.30863579474345,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115952623.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,892,1712,2473,3317,1581,1605,106.36103731815308,112.54429906542057,181.4810879190386,109.80884735202496,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,809968073
identity,ml/data/raw/PXL_20260125_115953604.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,785,1514,2411,3193,1626,1679,107.34366543665436,111.07945205479452,183.759901599016,107.81083978558665,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115953604.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,778,1520,2409,3190,1631,1670,107.97596566523605,110.87329341317364,184.1579399141631,107.58706586826347,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1898497723
identity,ml/data/raw/PXL_20260125_115955039.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,868,1523,2353,3007,1485,1484,109.4507744107744,112.46792452830186,182.7598653198653,109.50943396226415,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115955039.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,854,1519,2354,3020,1500,1501,110.44693333333332,111.79107261825449,183.02293333333333,108.86608927381747,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,2082001083
identity,ml/data/raw/PXL_20260125_115958760.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,652,1363,2132,2843,1480,1480,109.83567567567567,113.2108108108108,184.11891891891892,108.01945945945943,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115958760.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,657,1354,2138,2845,1481,1491,109.0052667116813,113.72769953051645,183.23835246455099,108.57464788732392,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1377764744
identity,ml/data/raw/PXL_20260125_115959728.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,668,1305,2169,2817,1501,1512,111.02998001332446,117.22962962962966,183.55762824783477,111.4074074074074,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_115959728.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,662,1301,2188,2830,1526,1529,110.09174311926606,116.51223021582736,181.43119266055047,110.75474166121649,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1252956125
identity,ml/data/raw/PXL_20260125_120001250.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,644,1340,2129,2846,1485,1506,108.44013468013469,113.9484727755644,175.82114478114477,108.1030544488712,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_120001250.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,623,1321,2143,2864,1520,1543,109.03789473684212,113.97433570965651,174.86736842105262,108.26908619572265,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1223409137
identity,ml/data/raw/PXL_20260125_120021074.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,612,1391,2805,3507,2193,2116,108.79270405836752,117.27183364839323,179.98650250797994,123.50699432892249,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_120021074.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,642,1415,2786,3474,2144,2059,108.14477611940298,117.90733365711513,180.96567164179103,124.31510441962115,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,130168481
identity,ml/data/raw/PXL_20260125_120022309.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,510,1263,2632,3331,2122,2068,113.86842601319509,106.21586073500966,187.45485391140437,112.59574468085106,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_120022309.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,528,1269,2605,3310,2077,2041,114.39422243620606,106.962469377756,189.57496389022631,113.42675159235668,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,808071974
identity,ml/data/raw/PXL_20260125_120022901.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,370,1393,2433,3294,2063,1901,113.67212796897722,102.53803261441344,190.42714493456134,109.47837980010519,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_120022901.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,364,1390,2432,3294,2068,1904,114.04719535783367,102.72941176470587,190.6166344294004,109.65882352941175,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,2111675071
identity,ml/data/raw/PXL_20260125_120023531.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,453,1397,2529,3342,2076,1945,104.00462427745666,105.41244215938305,179.75028901734103,99.75773778920306,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_120023531.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,457,1397,2524,3343,2067,1946,104.02399612965651,105.35827338129499,180.09946782776973,99.70647482014387,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,882519747
identity,ml/data/raw/PXL_20260125_120024047.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,493,1468,2475,3300,1982,1832,101.6476286579213,105.03056768558952,175.99031281533803,97.22969432314409,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_120024047.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,472,1451,2501,3322,2029,1871,101.61143420404142,104.87653661143774,174.2320354854608,97.23826830571883,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,458084908
identity,ml/data/raw/PXL_20260125_120024549.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,967,1453,2353,3322,1386,1869,95.72525252525251,111.80823970037454,182.189898989899,100.62621722846441,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_120024549.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,982,1475,2333,3309,1351,1834,95.7181347150259,111.25496183206107,184.42279792746118,99.85954198473281,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,514299167
identity,ml/data/raw/PXL_20260125_120026205.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,877,1423,2243,3497,1366,2074,128.79180087847732,112.48601735776278,194.794729136164,113.0152362584378,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
mild_jitter,ml/data/raw/PXL_20260125_120026205.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,864,1390,2269,3525,1405,2135,127.28939501779362,112.73442622950819,191.4602135231317,113.24852459016394,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,1531946085
identity,ml/data/raw/PXL_20260125_120026856.jpg,train,37.5,hot,clean,gauge_1_batch_6.zip,3472,4624,746,1627,1942,3628,1196,2001,128.42541806020068,112.98510744627687,189.08896321070233,104.73483258370814,python_training_rgb_bilinear,bilinear,rgb,uint8_to_float32_0_1,rgb,
